Team,No.,選手名,守備,生年月日,年齢,年数,身長,体重,血液型,投打,出身地,年俸(推定)
マ,69,肘井　竜蔵,外野手,1995/11/13,20,3,182,88,A,右左,兵庫,450
マ,121,大木　貴将,内野手,1991/11/22,24,1,174,73,B,右左,千葉,300
マ,122,柿沼　友哉,捕手,1993/05/12,23,1,180,82,A,右右,茨城,240
西,0,木村　昇吾,内野手,1980/04/16,36,14,183,78,A,右左,大阪,"2,000"
西,00,水口　大地,内野手,1989/06/28,27,4,163,60,A,右左,長崎,500
西,1,栗山　巧,外野手,1983/09/03,32,15,177,85,O,右左,兵庫,"20,000"
西,2,金子　侑司,内野手,1990/04/24,26,4,179,74,B,右両,京都,"2,400"
西,4,ポーリーノ,投手,1983/10/05,32,1,191,122,不明,右右,ドミニカ共和国,"6,000"
西,5,鬼﨑　裕司,内野手,1983/04/07,33,9,177,77,B,右左,佐賀,"2,300"
西,6,竹原　直隆,外野手,1980/04/21,36,12,183,88,O,左右,岡山,"1,200"
西,8,渡辺　直人,内野手,1980/10/15,35,10,173,73,AB,右右,茨城,"5,200"
西,9,大﨑　雄太朗,外野手,1984/10/18,31,10,169,75,O,右左,茨城,"2,300"
西,10,森　友哉,捕手,1995/08/08,20,3,170,80,A,右左,大阪,"4,000"
西,11,岸　孝之,投手,1984/12/04,31,10,180,77,A,右右,宮城,"22,500"
西,12,郭　俊麟,投手,1992/02/02,24,2,175,70,不明,右右,台湾,"3,000"
西,14,増田　達至,投手,1988/04/23,28,4,180,85,AB,右右,兵庫,"7,000"
西,15,大石　達也,投手,1988/10/10,27,6,185,92,A,右左,福岡,"1,100"
西,16,菊池　雄星,投手,1991/06/17,25,7,184,100,O,左左,岩手,"5,500"
西,17,髙橋　光成,投手,1997/02/03,19,2,189,90,B,右右,群馬,"1,800"
西,18,多和田　真三郎,投手,1993/04/13,23,1,182,82,B,右右,沖縄,"1,500"
西,19,豊田　拓矢,投手,1987/03/28,29,3,176,85,O,右右,埼玉,"1,120"
西,20,野上　亮磨,投手,1987/06/15,29,8,177,76,A,右右,福岡,"5,800"
西,21,十亀　剣,投手,1987/11/07,28,5,183,88,O,右右,愛知,"6,000"
西,22,岡本　篤志,投手,1981/05/20,35,13,177,79,O,右右,三重,"3,100"
西,23,野田　昇吾,投手,1993/06/27,23,1,167,72,A,左左,福岡,"1,200"
西,25,星　孝典,捕手,1982/05/04,34,12,175,82,B,右右,宮城,"1,000"
西,26,川越　誠司,投手,1993/06/30,23,1,174,80,A,左左,北海道,"1,200"
西,27,炭谷　銀仁朗,捕手,1987/07/19,28,11,181,93,O,右右,京都,"10,000"
西,28,藤原　良平,投手,1986/02/15,30,9,183,81,A,右右,兵庫,"1,000"
西,29,小石　博孝,投手,1987/04/13,29,5,178,85,A,左左,大分,800
西,30,岡本　洋介,投手,1985/09/27,30,7,177,80,A,右右,和歌山,"2,300"
西,31,岩尾　利弘,投手,1987/07/20,28,7,179,80,A,右左,大分,"1,050"
西,32,浅村　栄斗,内野手,1990/11/12,25,8,182,93,O,右右,大阪,"10,000"
西,33,山川　穂高,内野手,1991/11/23,24,3,176,100,A,右右,沖縄,"1,000"
西,34,佐野　泰雄,投手,1993/01/18,23,2,177,81,B,左左,タイ,"1,200"
西,35,牧田　和久,投手,1984/11/10,31,6,177,83,A,右右,静岡,"7,500"
西,36,南川　忠亮,投手,1992/01/13,24,1,180,84,A,右右,香川,"1,000"
西,37,岡田　雅利,捕手,1989/06/30,27,3,172,80,B,右右,奈良,"1,400"
西,38,玉村　祐典,投手,1995/11/04,20,2,181,79,A,右右,福井,600
西,39,呉　念庭,内野手,1993/06/07,23,1,178,75,AB,右左,台湾,600
西,40,山口　嵩之,投手,1989/07/29,26,3,184,87,A,右右,石川,850
西,41,誠,投手,1994/07/23,21,4,185,73,B,右右,千葉,700
西,42,バスケス,投手,1983/11/07,32,2,185,90,不明,右右,ドミニカ共和国,"2,400"
西,43,髙橋　朋己,投手,1988/11/16,27,4,174,78,B,左左,静岡,"5,800"
西,44,外崎　修汰,内野手,1992/12/20,23,2,177,75,O,右右,青森,"1,400"
西,45,本田　圭佑,投手,1993/04/24,23,1,179,80,A,右右,宮城,700
西,46,中﨑　雄太,投手,1991/03/11,25,8,180,78,AB,左左,鹿児島,500
西,47,バンヘッケン,投手,1979/07/31,36,1,193,90,不明,左右,アメリカ,"14,400"
西,48,武隈　祥太,投手,1989/11/24,26,9,180,84,A,左左,北海道,"3,850"
西,49,上本　達之,捕手,1980/11/08,35,14,186,96,B,右左,山口,"1,100"
西,50,福倉　健太郎,投手,1991/08/03,24,3,177,75,O,右右,鹿児島,650
西,51,木村　文紀,外野手,1988/09/13,27,10,182,86,O,右右,東京,"1,600"
西,52,山田　遥楓,内野手,1996/09/30,19,2,179,78,A,右右,佐賀,600
西,53,大瀧　愛斗,外野手,1997/04/06,19,1,178,84,O,右右,大阪,600
西,54,Ｃ．Ｃ．リー,投手,1986/10/21,29,1,180,86,不明,右右,台湾,"8,400"
西,55,秋山　翔吾,外野手,1988/04/16,28,6,183,85,A,右左,神奈川,"15,000"
西,56,金子　一輝,内野手,1995/05/29,21,3,182,73,A,右右,神奈川,600
西,57,國場　翼,投手,1993/12/05,22,1,181,81,O,右左,沖縄,600
西,58,熊代　聖人,外野手,1989/04/18,27,6,175,75,O,右右,愛媛,"1,500"
西,59,永江　恭平,内野手,1993/05/07,23,5,174,80,B,右左,佐賀,"1,100"
西,60,中村　剛也,内野手,1983/08/15,32,15,175,102,O,右右,大阪,"41,000"
西,61,田代　将太郎,外野手,1989/12/13,26,5,178,75,A,左左,北海道,640
西,62,駒月　仁人,外野手,1993/04/21,23,5,176,94,O,右右,京都,530
西,63,佐藤　勇,投手,1994/09/18,21,4,182,85,B,左左,福島,500
西,64,中田　祥多,捕手,1990/02/22,26,9,182,85,A,右右,兵庫,680
西,65,斉藤　彰吾,外野手,1989/05/14,27,9,178,80,B,左左,埼玉,"1,600"
西,66,松本　直晃,投手,1990/11/14,25,1,179,78,O,右右,兵庫,500
西,67,藤田　航生,投手,1997/12/11,18,1,175,70,O,左左,青森,500
西,68,宮田　和希,投手,1988/11/16,27,8,182,80,A,左左,大阪,850
西,71,戸川　大輔,外野手,1996/04/29,20,2,188,86,B,右左,北海道,500
西,78,藤澤　亨明,捕手,1989/11/11,26,5,180,83,B,右左,長野,500
西,88,坂田　遼,外野手,1986/10/02,29,8,178,90,A,右左,神奈川,"1,200"
西,99,メヒア,内野手,1985/12/02,30,3,198,118,不明,右右,ベネズエラ,"25,000"
楽,0,栗原　健太,内野手,1982/01/08,34,17,183,97,O,右右,山形,"2,000"
楽,00,阿部　俊人,内野手,1988/12/23,27,6,180,73,AB,右左,宮城,"1,150"
楽,001,片山　博視,投手,1987/04/19,29,11,191,95,A,左左,兵庫,800
楽,1,松井　裕樹,投手,1995/10/30,20,3,174,74,A,左左,神奈川,"6,500"
楽,2,吉持　亮汰,内野手,1993/11/04,22,1,175,68,AB,右右,大阪,"1,200"
楽,3,ゴームズ,外野手,1980/11/22,35,1,186,104,不明,右右,アメリカ,"20,000"
楽,4,後藤　光尊,内野手,1978/07/27,37,15,175,75,A,右左,秋田,"9,000"
楽,5,茂木　栄五郎,内野手,1994/02/14,22,1,171,75,O,右左,東京,"1,200"
楽,005,島井　寛仁,外野手,1990/06/19,26,4,174,70,A,右両,沖縄,780
楽,6,藤田　一也,内野手,1982/07/03,33,12,175,75,O,右左,徳島,"11,000"
楽,7,松井　稼頭央,外野手,1975/10/23,40,16,177,85,O,右両,大阪,"16,000"
楽,8,今江　敏晃,内野手,1983/08/26,32,15,180,89,B,右右,京都,"20,000"
楽,9,オコエ　瑠偉,外野手,1997/07/21,18,1,185,90,O,右右,東京,"1,200"
楽,11,塩見　貴洋,投手,1988/09/06,27,6,182,77,A,左左,大阪,"3,000"
楽,12,レイ,投手,1974/11/27,41,3,188,92,不明,右右,アメリカ,"1,500"
楽,13,濱矢　廣大,投手,1993/02/27,23,3,185,78,A,左左,奈良,"1,000"
楽,14,則本　昂大,投手,1990/12/17,25,4,178,82,A,右左,滋賀,"15,000"
楽,15,小野　郁,投手,1996/10/23,19,2,175,67,AB,右右,福岡,600
楽,16,森　雄大,投手,1994/08/19,21,4,184,74,AB,左左,福岡,950
楽,17,ブリガム,投手,1988/02/10,28,1,192,95,不明,右右,アメリカ,"5,000"
楽,20,安樂　智大,投手,1996/11/04,19,2,186,87,A,右左,愛媛,"1,200"
楽,21,釜田　佳直,投手,1993/10/26,22,5,177,77,A,右右,石川,"1,280"
楽,22,戸村　健次,投手,1987/10/20,28,7,185,76,B,右右,埼玉,"2,500"
楽,23,聖澤　諒,外野手,1985/11/03,30,9,179,72,B,右左,長野,"6,240"
楽,024,高堀　和也,投手,1987/06/11,29,7,183,70,A,右右,富山,540
楽,24,福田　将儀,外野手,1992/04/17,24,2,174,76,O,右右,千葉,"1,080"
楽,25,牧田　明久,外野手,1982/06/03,34,16,182,78,A,右右,福井,"2,700"
楽,26,金刃　憲人,投手,1984/04/10,32,10,176,80,B,左左,兵庫,"2,300"
楽,27,岡島　豪郎,外野手,1989/09/07,26,5,176,82,B,右左,群馬,"3,800"
楽,28,石橋　良太,投手,1991/06/06,25,1,175,77,A,右左,大阪,"1,000"
楽,29,小関　翔太,捕手,1991/09/06,24,7,181,81,B,右右,福岡,760
楽,30,長谷部　康平,投手,1985/05/21,31,9,173,70,A,左左,岐阜,"1,400"
楽,31,美馬　学,投手,1986/09/19,29,6,169,75,O,右左,茨城,"3,500"
楽,32,枡田　慎太郎,外野手,1987/07/08,28,11,178,80,AB,右左,京都,"2,700"
楽,33,銀次,内野手,1988/02/24,28,11,174,78,A,右左,岩手,"8,100"
楽,34,武藤　好貴,投手,1987/07/22,28,5,178,74,O,右右,北海道,"1,500"
楽,35,島内　宏明,外野手,1990/02/02,26,5,180,75,B,左左,石川,"2,100"
楽,36,内田　靖人,内野手,1995/05/30,21,3,185,86,O,右右,福島,600
楽,036,榎本　葵,外野手,1992/07/24,23,6,179,78,O,左左,神奈川,650
楽,37,嶋　基宏,捕手,1984/12/13,31,10,179,82,A,右右,岐阜,"11,000"
楽,38,西宮　悠介,投手,1991/05/01,25,3,180,80,A,左左,茨城,"1,800"
楽,39,下妻　貴寛,捕手,1994/04/15,22,4,186,85,B,右右,山形,600
楽,40,ウィーラー,内野手,1987/01/16,29,2,178,100,不明,右右,アメリカ,"4,000"
楽,41,青山　浩二,投手,1983/08/12,32,11,180,80,B,右右,北海道,"9,000"
楽,42,アマダー,内野手,1987/01/19,29,1,193,135,不明,右右,メキシコ,"3,000"
楽,43,ミコライオ,投手,1984/05/10,32,5,205,115,不明,右右,アメリカ,"15,000"
楽,44,足立　祐一,捕手,1989/09/22,26,1,178,83,A,右右,東京,"1,000"
楽,45,川井　貴志,投手,1976/09/16,39,18,180,84,A,左左,大阪,"1,600"
楽,46,伊東　亮大,内野手,1989/07/27,26,2,194,92,O,左左,神奈川,800
楽,47,大塚　尚仁,投手,1994/10/13,21,4,175,70,A,左左,福岡,570
楽,48,伊志嶺　忠,捕手,1985/06/22,31,9,178,78,AB,右左,沖縄,"1,450"
楽,49,リズ,投手,1983/10/06,32,1,189,91,不明,右右,ドミニカ共和国,"10,000"
楽,50,入野　貴大,投手,1988/11/26,27,2,180,78,A,右左,高知,700
楽,51,フェルナンド,外野手,1992/04/13,24,2,175,79,O,右右,ブラジル,860
楽,051,柿澤　貴裕,内野手,1994/07/30,21,4,179,80,A,右左,鹿児島,550
楽,52,加藤　正志,投手,1989/09/07,26,2,173,71,A,右右,神奈川,800
楽,53,相原　和友,投手,1989/10/27,26,3,186,72,B,左左,宮城,810
楽,54,横山　貴明,投手,1991/04/10,25,3,180,79,A,右右,福島,810
楽,55,哲朗,内野手,1991/09/04,24,7,180,78,O,右右,大阪,"1,500"
楽,56,中川　大志,内野手,1990/06/08,26,8,186,92,A,右右,愛知,"1,000"
楽,57,三好　匠,内野手,1993/06/07,23,5,174,75,A,右右,福岡,630
楽,58,辛島　航,投手,1990/10/18,25,8,173,72,A,左左,福岡,"3,300"
楽,59,菊池　保則,投手,1989/09/18,26,9,180,80,O,右左,茨城,"1,900"
楽,60,古川　侑利,投手,1995/09/08,20,3,178,78,AB,右右,佐賀,600
楽,61,金　無英,投手,1985/11/22,30,8,180,84,A,右右,韓国,"1,200"
楽,62,相沢　晋,投手,1987/06/03,29,3,172,70,A,右左,新潟,720
楽,63,北川　倫太郎,外野手,1993/06/21,23,5,185,82,B,右左,大阪,720
楽,64,福山　博之,投手,1989/03/27,27,6,172,70,B,右右,島根,"4,500"
楽,65,堀内　謙伍,捕手,1997/04/15,19,1,174,82,A,右左,静岡,600
楽,66,村林　一輝,内野手,1997/10/06,18,1,180,73,O,右右,大阪,500
楽,67,岩﨑　達郎,内野手,1984/12/28,31,10,175,75,O,右右,神奈川,"1,600"
楽,68,川本　良平,捕手,1982/04/28,34,12,178,85,A,右右,広島,"1,200"
楽,69,山内　壮馬,投手,1985/07/01,31,9,181,83,AB,右右,愛知,"1,200"
楽,090,今野　龍太,投手,1995/05/11,21,3,178,70,AB,右右,宮城,600
楽,121,宮川　将,投手,1990/10/19,25,4,184,87,A,右右,大阪,750
楽,122,八百板　卓丸,外野手,1997/01/17,19,2,180,76,O,右左,福島,240
楽,123,大坂谷　啓生,内野手,1992/11/09,23,2,179,83,AB,右右,青森,240
楽,126,出口　匠,内野手,1998/03/03,18,1,174,91,A,右右,三重,240
楽,127,山田　大樹,内野手,1997/10/04,18,1,174,89,B,右左,三重,240
楽,143,ソン・チャーホウ,投手,1992/09/06,23,1,185,92,不明,右左,台湾,440
オ,1,中島　宏之,内野手,1982/07/31,33,14,180,90,A,右右,兵庫,"35,000"
オ,2,原　拓也,内野手,1984/05/18,32,10,175,80,O,右左,神奈川,"3,000"
オ,3,安達　了一,内野手,1988/01/07,28,5,178,78,O,右右,群馬,"6,300"
オ,4,モレル,内野手,1987/04/21,29,1,185,100,不明,右右,アメリカ,"9,200"
オ,6,宗　佑磨,内野手,1996/06/07,20,2,181,78,B,右左,東京,600
オ,7,糸井　嘉男,外野手,1981/07/31,34,13,187,88,A,右左,京都,"28,000"
オ,8,駿太,外野手,1993/03/05,23,6,180,80,A,右左,群馬,"3,000"
オ,10,大城　滉二,内野手,1993/06/14,23,1,175,72,B,右右,沖縄,"1,200"
オ,11,松葉　貴大,投手,1990/08/14,25,4,178,80,B,左左,兵庫,"2,800"
オ,12,佐野　皓大,投手,1996/09/02,19,2,182,70,A,右右,大分,570
オ,13,佐藤　峻一,投手,1991/01/08,25,4,179,80,B,右右,北海道,700
オ,14,吉田　一将,投手,1989/09/24,26,3,191,92,A,右左,奈良,"1,800"
オ,15,佐藤　達也,投手,1986/07/26,29,5,178,77,B,右右,埼玉,"9,000"
オ,16,平野　佳寿,投手,1984/03/08,32,11,186,84,O,右右,京都,"30,000"
オ,17,山﨑　福也,投手,1992/09/09,23,2,188,88,B,左左,埼玉,"1,700"
オ,18,岸田　護,投手,1981/05/10,35,11,180,80,A,右右,大阪,"9,000"
オ,19,金子　千尋,投手,1983/11/08,32,12,180,77,O,右左,新潟,"50,000"
オ,20,近藤　大亮,投手,1991/05/29,25,1,177,75,O,右右,大阪,"1,200"
オ,21,西　勇輝,投手,1990/11/10,25,8,181,80,B,右右,三重,"12,000"
オ,22,伊藤　光,捕手,1989/04/23,27,9,180,83,B,右右,愛知,"5,700"
オ,23,伏見　寅威,捕手,1990/05/12,26,4,182,86,AB,右右,北海道,"1,100"
オ,24,宮﨑　祐樹,外野手,1986/11/29,29,6,178,85,A,右右,佐賀,"1,580"
オ,25,ミッシュ,投手,1981/08/18,34,1,188,89,不明,左右,アメリカ,"6,200"
オ,26,東明　大貴,投手,1989/06/15,27,3,178,77,O,右右,岐阜,"4,200"
オ,27,青山　大紀,投手,1994/11/28,21,1,183,83,B,右左,大阪,"1,000"
オ,28,小松　聖,投手,1981/10/29,34,10,180,80,O,右右,福島,"1,900"
オ,29,ボグセビック,外野手,1984/02/18,32,1,191,97,不明,左左,アメリカ,"9,200"
オ,30,岩﨑　恭平,内野手,1986/04/04,30,8,178,73,AB,右左,神奈川,"1,400"
オ,31,小谷野　栄一,内野手,1980/10/10,35,14,177,88,O,右右,東京,"7,000"
オ,32,ディクソン,投手,1984/11/03,31,4,195,84,不明,右右,アメリカ,"18,000"
オ,33,縞田　拓弥,内野手,1987/01/22,29,5,180,80,O,右右,福岡,"1,800"
オ,34,吉田　正尚,外野手,1993/07/15,22,1,173,80,B,右左,福井,"1,500"
オ,35,比嘉　幹貴,投手,1982/12/07,33,7,177,77,A,右右,沖縄,"1,500"
オ,36,髙木　伴,投手,1990/06/01,26,2,180,80,B,右右,埼玉,900
オ,37,若月　健矢,捕手,1995/10/04,20,3,179,87,O,右右,埼玉,700
オ,38,小島　脩平,内野手,1987/06/05,29,5,177,77,O,右左,群馬,"1,000"
オ,39,西野　真弘,内野手,1990/08/02,25,2,167,68,O,右左,東京,"1,800"
オ,40,鈴木　昂平,内野手,1991/06/20,25,1,175,77,B,右右,東京,800
オ,42,ブランコ,内野手,1980/11/10,35,8,188,102,A,右右,ドミニカ共和国,"25,000"
オ,43,坂寄　晴一,投手,1990/04/05,26,2,180,73,B,左左,茨城,850
オ,44,クラーク,内野手,1986/12/10,29,2,196,103,AB,右左,アメリカ,"3,000"
オ,45,齋藤　俊雄,捕手,1983/12/23,32,12,180,85,A,右右,愛知,980
オ,46,川端　崇義,外野手,1985/02/04,31,5,176,80,B,右右,静岡,"2,200"
オ,47,海田　智行,投手,1987/09/02,28,5,179,82,B,左左,広島,"2,500"
オ,48,齋藤　綱記,投手,1996/12/18,19,2,181,83,O,左左,北海道,500
オ,49,白仁田　寛和,投手,1985/10/02,30,9,188,86,B,右右,福岡,"1,650"
オ,50,小田　裕也,外野手,1989/11/04,26,2,172,75,O,右左,熊本,"1,300"
オ,52,コーディエ,投手,1986/02/25,30,1,191,100,不明,右右,アメリカ,"9,700"
オ,53,吉田　雄人,外野手,1995/04/21,21,3,178,78,B,右左,北海道,500
オ,54,堤　裕貴,内野手,1993/09/21,22,5,173,74,B,右左,佐賀,650
オ,55,Ｔ－岡田,外野手,1988/02/09,28,11,186,98,B,左左,大阪,"6,400"
オ,56,武田　健吾,外野手,1994/04/18,22,4,183,80,O,右右,福岡,650
オ,57,山田　修義,投手,1991/09/19,24,7,184,85,B,左左,福井,600
オ,58,角屋　龍太,投手,1990/10/18,25,1,175,73,A,右右,岐阜,700
オ,59,塚原　頌平,投手,1992/07/08,23,6,184,87,O,右左,茨城,"1,700"
オ,60,赤間　謙,投手,1990/11/14,25,1,180,80,AB,右右,福島,700
オ,61,奥浪　鏡,内野手,1995/08/29,20,3,176,100,A,右右,広島,500
オ,62,山崎　勝己,捕手,1982/08/16,33,16,180,83,O,右右,兵庫,"3,400"
オ,63,中村　一生,外野手,1982/04/02,34,12,186,85,AB,右右,東京,"1,500"
オ,64,森本　将太,投手,1992/05/25,24,4,173,70,A,右右,福井,710
オ,65,近藤　一樹,投手,1983/07/08,32,15,183,80,A,右右,神奈川,"1,200"
オ,66,吉田　凌,投手,1997/06/20,19,1,181,71,A,右右,兵庫,500
オ,67,佐藤　世那,投手,1997/06/02,19,1,181,86,B,右右,宮城,500
オ,68,鈴木　優,投手,1997/02/05,19,2,181,79,B,右右,愛知,490
オ,69,大山　暁史,投手,1988/10/06,27,3,168,74,A,左左,大分,590
オ,97,田中　大輔,捕手,1984/12/18,31,10,175,83,O,右右,広島,650
オ,98,大田　阿斗里,投手,1989/08/12,26,9,190,95,A,右右,沖縄,400
オ,99,杉本　裕太郎,外野手,1991/04/05,25,1,190,92,B,右右,徳島,600
オ,120,塚田　貴之,投手,1993/09/26,22,1,184,82,B,左左,茨城,250
オ,121,赤松　幸輔,捕手,1992/06/05,24,1,188,113,B,右右,愛媛,250
オ,124,園部　聡,内野手,1995/11/10,20,3,184,94,O,右右,福島,450
オ,125,戸田　亮,投手,1988/09/04,27,4,183,80,O,右右,東京,540
